table_name,field_name,field_alias,field_description,unit,missing_pct,estimated_information_value,estimated_implementation_effort,justification
SHRP_INFO,LTPP_LANE,LTPP Lane Number,Number of the LTPP lane where 1 is the outer through lane.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,LTPP_LN_ONLY,LTPP Lane Only Loaded,Indicator if the LTPP Lane  is the only one loaded. This is typically N.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,SRO_CLASS,Classification Site to LTPP Section Relationship Code,"Qualitative indicator of the spatial relationship between the classification data site and the LTPP section or project, S - site specific, R - Site related, O - other.",,33.80557977332171,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,SRO_WEIGHT,Weight Site to LTPP Section Relationship Code,"Qualitative indicator of the spatial relationship between the weight data site and the LTPP section or project, S - site specific, R - Site related, O - other.",,34.98256320836966,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,UPDATE_LNDIR,Update Lane Direction,For this site change the loading lane (LOAD_LN) to the LTPP lane and only load this one lane. This is typically N.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,VOLUME_SITE,Volume Site,Site identifier for location at which volume was collected.,,99.0409764603313,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,WIM_SITE,WIM Site Identifier,Site identifier for location at which WIM was collected.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
ANALYSIS_DIS_AC,ME_PERCENT_WHEEL_PATH_CRACK,MEPDG Wheel Path Cracking Percentage,Percentage of cracking in assumed 0.61 meter wide wheel paths corresponding to the MEPDG_CRACKING_PERCENT_AC field reported in the 2016 and 2017 LTPP data releases,%,0.24433076277010002,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_AC,RAVELING,Raveling Area,Wearing away of the pavement surface caused by the dislodging of aggregate particles and loss of asphalt binder.,sq m,15.637168817286401,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_CRCP,HPMS16_CRACKING_PERCENT_CRCP_FLAG_E,,,,97.42647058823529,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_CRCP,MAP_CRACK_A,Map Cracking Area,Area of map cracking (surface cracks).,sq m,0.0,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_CRCP,PATCH_FLEX_A,Flexible Patch Area,Total area of flexible patching showing distress of any type.,sq m,0.3676470588235294,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_CRCP,PATCH_RIGID_A,Rigid Patch Area,Total area of rigid patching showing distress of any type.,sq m,0.0,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_JPCC,HPMS16_CRACKING_PERCENT_JPCC_FLAG_E,,,,95.89565217391305,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_JPCC,MAP_CRACK_A,Map Cracking Area,Area of map cracking (surface cracks).,sq m,0.1217391304347826,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_JPCC,MEPDG_CRACKING_PERCENT_JPCC_FLAG_EX,,,,96.29565217391306,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_JPCC,PATCH_FLEX_A,Flexible Patch Area,Total area of flexible patching showing distress of any type.,sq m,0.08695652173913043,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
ANALYSIS_DIS_JPCC,PATCH_RIGID_A,Rigid Patch Area,Total area of rigid patching showing distress of any type.,sq m,0.1391304347826087,LOW,LOW (<30 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
EXPERIMENT_SECTION,GPS_SPS,Experiment Classification Code,Code indicating if the section is a GPS or SPS section.,,0.0,LOW,MEDIUM (30-90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
SHRP_INFO,CARD4INFO,4-Card Interpretation Code,Indicates how to process data after column 51 on the 4-Card input record. This value is typically S(top). A numeric value requires entries in Traffic_Class_Convert_Data.,,0.0,LOW,MEDIUM (30-90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
SHRP_INFO,ERR_4STATIC,Error 4 Static,Indicator if the 4 + Static volume daily class error enforced. This is typically Y.,,0.0,LOW,MEDIUM (30-90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
SHRP_INFO,ERR_8ZERO,Error 8 Zero,Indicator if the 8 + zero volume class error enforced. This is typically Y.,,0.0,LOW,MEDIUM (30-90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
SHRP_INFO,USEFILENAME,Filename,Indicator if the files are identified and loaded by the filename. This is typically Y.,,0.0,LOW,MEDIUM (30-90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
TST_L05B,COMMENT_NOTE,Comment Note,Additional comments about layer.,,74.34804928131416,LOW,HIGH (>90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
TST_L05B,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,0.0,LOW,HIGH (>90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
TST_L05B,INV_LAYER_NO,Inventory Layer Number,First layer in inventory to which the testing layer corresponds.,,35.97279260780287,LOW,HIGH (>90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
TST_L05B,INV_LAYER_NO_2,Inventory Layer Number 2,Last layer in inventory to which the testing layer corresponds.,,98.00308008213551,LOW,HIGH (>90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
TST_L05B,LAYER_COMMENT1,Layer Comment  Code 1,Codes to describe any additional information concerning layer.,,64.65092402464066,LOW,HIGH (>90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
TST_L05B,LAYER_COMMENT2,Layer Comment  Code 2,Codes to describe any additional information concerning layer.,,83.26745379876796,LOW,HIGH (>90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
TST_L05B,LAYER_COMMENT3,Layer Comment  Code 3,Codes to describe any additional information concerning layer.,,90.3105749486653,LOW,HIGH (>90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
TST_L05B,LAYER_NO,Layer Number,"Unique sequential number assigned to pavement layers, starting with layer 1 as the deepest layer (subgrade).",,0.0,LOW,HIGH (>90 min),"This field is available, but its direct predictive value is less obvious than structure, distress state, or treatment history."
